id,book_id,authors,original_publication_year,original_title,language_code,average_rating,ratings_count,,,,,,,,,,,,,,,
6977,11106458,Cassandra Clare,2011,The Mortal Instrument Series: City of Bones / City of Ashes / City of Glass / City of Fallen Angels,eng,4.59,13996,,,,,,,,,,,,,,,
6978,609035,"John Foxe, W. Grinton Berry",1563,Foxe's Book of Martyrs,en-CA,4.25,12117,,,,,,,,,,,,,,,
6979,60223,Rachel Gibson,2003,See Jane Score,eng,4.06,20770,,,,,,,,,,,,,,,
6980,17174,Michael Dorris,1987,A Yellow Raft in Blue Water: A Novel,en-US,3.84,14380,,,,,,,,,,,,,,,
6981,6294549,Seanan McGuire,2009,Rosemary and Rue,en-US,3.74,21030,,,,,,,,,,,,,,,
6982,64401,Robert Lynn Asprin,1978,Another Fine Myth,en-US,4.03,17018,,,,,,,,,,,,,,,
6983,9279734,Elizabeth Reyes,2010,Forever Mine ,en-GB,3.88,18346,,,,,,,,,,,,,,,
6984,6617185,"Simon Kuper, Stefan Szymanski",2009,"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport",en-US,3.91,10577,,,,,,,,,,,,,,,
6985,4499214,Catherine Fisher,2000,Sapphique,eng,3.7,16475,,,,,,,,,,,,,,,
6987,40482,Tess Gerritsen,1996,Harvest ,eng,4.09,14274,,,,,,,,,,,,,,,
6988,1587362,Mark Bittman,2007,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,eng,4.08,12262,,,,,,,,,,,,,,,
6989,20801166,Sandy   Hall,2014,A Little Something Different,eng,3.65,14206,,,,,,,,,,,,,,,
6990,17349222,Ann Patchett,2011,This Is the Story of a Happy Marriage,eng,4.03,13126,,,,,,,,,,,,,,,
6992,7853137,John Verdon,2010,Think of a Number,eng,3.83,11877,,,,,,,,,,,,,,,
6994,114203,Nora Roberts,2003,Birthright,eng,3.99,19024,,,,,,,,,,,,,,,
6995,434535,James L. Ferrell,2004,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,eng,4.41,12313,,,,,,,,,,,,,,,
6996,64895,Mark Kurlansky,1988,Cod: A Biography of the Fish that Changed the World,eng,3.92,13137,,,,,,,,,,,,,,,
6997,8167094,Brian Greene,2011,The Hidden Reality: Parallel Universes and the Search for the Deep Laws of the Cosmos,eng,4.05,12080,,,,,,,,,,,,,,,
6998,38723,"Betty Friedan, Anna Quindlen",1963,The Feminine Mystique,eng,3.85,9823,,,,,,,,,,,,,,,
6999,48862,"Graham Greene, J.M. Coetzee",1938,Brighton Rock,eng,3.72,13871,,,,,,,,,,,,,,,
7000,12415695,عبدالله المغلوث,2011,كخه يا بابا,ara,3.71,12587,,,,,,,,,,,,,,,
7001,6452760,"Greg Mortenson, Khaled Hosseini",2009,"Stones into Schools: Promoting Peace with Books, Not Bombs, in Afghanistan and Pakistan",eng,3.86,13543,,,,,,,,,,,,,,,
7002,3009435,Toni Morrison,2008,A Mercy,en-US,3.65,14707,,,,,,,,,,,,,,,
7003,825,Neal Stephenson,1988,Zodiac,eng,3.7,13353,,,,,,,,,,,,,,,
7004,23675858,A.G. Riddle,2014,Departure,eng,3.79,11143,,,,,,,,,,,,,,,
7006,16335,Agatha Christie,1928,The Mystery of the Blue Train,eng,3.77,17011,,,,,,,,,,,,,,,
7007,10808006,"James Patterson, Maxine Paetro",2011,Private:  #1 Suspect,eng,3.95,13428,,,,,,,,,,,,,,,
7008,14295,George Saunders,2000,Pastoralia,eng,4.11,10786,,,,,,,,,,,,,,,
7010,1085771,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007,The Walking Dead V 7,eng,4.27,16769,,,,,,,,,,,,,,,
7012,175319,Robert A. Heinlein,1958,Methuselah's Children,en-US,3.98,15028,,,,,,,,,,,,,,,
7013,12663646,Lauren Oliver,2011,Hana,eng,3.63,20107,,,,,,,,,,,,,,,
7014,102955,"Garth Ennis, Steve Dillon, John McCrea",2000,"Preacher, Volume 8: All Hell's a-Coming",eng,4.33,14300,,,,,,,,,,,,,,,
7015,6356190,"Stephen King, Michael Whelan",2008,The Little Sisters of Eluria,eng,4.24,14287,,,,,,,,,,,,,,,
7016,773480,"Stan Berenstain, Jan Berenstain",1968,"Inside, Outside, Upside Down",eng,4.13,15032,,,,,,,,,,,,,,,
7017,6574542,Robert Crais,2010,The First Rule,en-US,4.2,14169,,,,,,,,,,,,,,,
7018,483445,David Colbert,2001,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",eng,3.96,13820,,,,,,,,,,,,,,,
7019,825377,Peter H. Reynolds,2003,The Dot,en-US,4.26,17436,,,,,,,,,,,,,,,
7020,6407514,Shannon Hale,2009,Forest Born,en-US,4.01,20603,,,,,,,,,,,,,,,
7021,34605,Clive Barker,1985,The Damnation Game,eng,3.82,14299,,,,,,,,,,,,,,,
7022,78728,"Milan Kundera, Linda Asher",2000,L'ignorance,fre,3.76,9625,,,,,,,,,,,,,,,
7023,381489,Kate Brian,2006,Private,eng,3.81,16556,,,,,,,,,,,,,,,
7024,2678349,محمد عبد الرحمن العريفي,2006,استمتع بحياتك,ara,4.21,10882,,,,,,,,,,,,,,,
7025,26506,Danielle Steel,2007,Sisters,eng,3.81,13621,,,,,,,,,,,,,,,
7026,337116,"William Gibson, Bruce Sterling",1990,The Difference Engine,en-US,3.41,14517,,,,,,,,,,,,,,,
7029,11233988,Jon Klassen,2011,I Want My Hat Back,eng,4.39,18489,,,,,,,,,,,,,,,
7030,239109,R.A. Salvatore,2003,The Lone Drow,en-US,4.15,12877,,,,,,,,,,,,,,,
7032,61672,Françoise Sagan,1954,Bonjour tristesse,fre,3.62,12355,,,,,,,,,,,,,,,
7033,25671861,Jeffrey Archer,2016,Cometh the Hour,eng,4.13,7197,,,,,,,,,,,,,,,
7034,11469379,Corban Addison,2011,A Walk Across the Sun,en-US,4.13,12091,,,,,,,,,,,,,,,
7035,1126719,Alastair Reynolds,2008,House of Suns,eng,4.19,13033,,,,,,,,,,,,,,,
7037,391724,Edgar Allan Poe,1843,The Black Cat,eng,4.07,16132,,,,,,,,,,,,,,,
7038,102327,John Steakley,1984,Armor,eng,4.12,13330,,,,,,,,,,,,,,,
7039,19312,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan",1973,Bröderna Lejonhjärta,eng,4.35,16325,,,,,,,,,,,,,,,
7041,268598,"J.D. Robb, Susan Ericksen",1999,Loyalty in Death,en-GB,4.3,19219,,,,,,,,,,,,,,,
7042,262229,Sue Grafton,2002,"""Q"" is for Quarry",eng,3.91,17505,,,,,,,,,,,,,,,
7044,1373381,Jojo Moyes,2005,The Ship of Brides,en-US,3.74,12821,,,,,,,,,,,,,,,
7045,462684,"Jacqueline Wilson, Nick Sharratt",1991,The Story of Tracy Beaker,eng,3.69,14772,,,,,,,,,,,,,,,
7046,543103,Evan Wright,2004,Generation Kill,en-US,4.25,11680,,,,,,,,,,,,,,,
7047,32453,"Leigh Nichols, Dean Koontz",1984,Twilight,eng,3.81,14476,,,,,,,,,,,,,,,
7048,2033217,Daniel Silva,2008,Moscow Rules,eng,4.17,13558,,,,,,,,,,,,,,,
7049,25733983,Hope Jahren,2016,Lab Girl,eng,4.04,16594,,,,,,,,,,,,,,,
7050,2157243,Derek Landy,2008,Playing with Fire,en-US,4.31,15533,,,,,,,,,,,,,,,
7052,130916,Patricia Gaffney,1999,The Saving Graces,en-US,3.78,13969,,,,,,,,,,,,,,,
7053,272607,Harlan Coben,1996,Fade Away,eng,3.99,14679,,,,,,,,,,,,,,,
7055,84927,Peter Shaffer,1979,Amadeus,eng,4.2,14285,,,,,,,,,,,,,,,
7056,62485,R.A. Salvatore,2000,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3)",en-US,4.28,11293,,,,,,,,,,,,,,,
7057,12753231,Emmy Laybourne,2012,Monument 14,eng,3.89,17360,,,,,,,,,,,,,,,
7058,251964,Jude Deveraux,1980,The Black Lyon,eng,3.99,14456,,,,,,,,,,,,,,,
7059,12542,Anne Lamott,2007,Grace [Eventually]: Thoughts on Faith,en-US,3.98,12863,,,,,,,,,,,,,,,
7060,335459,Martha Stewart,2007,Everyday Food: Great Food Fast,eng,3.93,11969,,,,,,,,,,,,,,,
7061,17831617,Christina Lauren,2013,Beautiful Bombshell,en-US,4.06,23755,,,,,,,,,,,,,,,
7062,12743472,Teri Terry,2012,Slated,eng,4.07,17404,,,,,,,,,,,,,,,
7063,1398034,Pramoedya Ananta Toer,1975,Bumi Manusia,ind,4.37,8574,,,,,,,,,,,,,,,
7064,108385,Christine Feehan,2000,Dark Gold (Dark #3),eng,4.16,19210,,,,,,,,,,,,,,,
7065,5957702,Kathy Reichs,2009,206 Bones,en-US,3.92,17160,,,,,,,,,,,,,,,
7066,6076387,Lorrie Moore,2009,A Gate at the Stairs,eng,3.14,13590,,,,,,,,,,,,,,,
7067,8593026,Rebecca Forster,2004,Hostile Witness,eng,3.72,8031,,,,,,,,,,,,,,,
7068,929782,"Jack London, Andrew Sinclair",1909,Martin Eden,eng,4.39,12744,,,,,,,,,,,,,,,
7069,68455,Andrzej Sapkowski,1997,Wieża Jaskółki,pol,4.34,10195,,,,,,,,,,,,,,,
7070,1632833,Conn Iggulden,2008,"Lords of the Bow (Conqueror, #2)",eng,4.31,11600,,,,,,,,,,,,,,,
7072,13227319,"Brian Azzarello, Cliff Chiang, Tony Akins, Dan Green, Matthew Wilson, Jared K. Fletcher",2012,"Wonder Woman, Volume 1: Blood",eng,3.87,15698,,,,,,,,,,,,,,,
7073,20348781,Brittainy C. Cherry,2014,Loving Mr. Daniels,eng,4.28,18058,,,,,,,,,,,,,,,
7074,13020,"William Shakespeare, David Scott Kastan",1597,The History of Henry the Fourth,eng,3.81,14988,,,,,,,,,,,,,,,
7075,159061,Ed Emberley,1992,"Go Away, Big Green Monster!",eng,4.21,14322,,,,,,,,,,,,,,,
7076,6606855,"Jinsei Kataoka, Kazuma Kondou",2007,デッドマン・ワンダーランド 1,eng,4.2,12932,,,,,,,,,,,,,,,
7077,15096257,Linda Lafferty,2012,The Bloodletter's Daughter: A Novel of Old Bohemia,eng,3.75,7654,,,,,,,,,,,,,,,
7079,11666,John Updike,1990,Rabbit at Rest,eng,3.96,12221,,,,,,,,,,,,,,,
7080,32426,"David Axton, Dean Koontz",1976,Prison of Ice ,eng,3.73,15271,,,,,,,,,,,,,,,
7082,382450,George R.R. Martin,1982,Fevre Dream,eng,3.85,12708,,,,,,,,,,,,,,,
7083,819667,"Caralyn Buehner, Mark Buehner",2002,Snowmen at Night,en-US,4.23,15697,,,,,,,,,,,,,,,
7084,25802884,Alessandra Torre,2015,Hollywood Dirt,eng,4.12,20467,,,,,,,,,,,,,,,
7085,15769463,Tara Sivec,2012,Futures and Frosting,eng,4.28,16341,,,,,,,,,,,,,,,
7087,18054175,Matthew Quick,2014,The Good Luck of Right Now,eng,3.61,12230,,,,,,,,,,,,,,,
7088,1605034,Alexander McCall Smith,2008,The Miracle at Speedy Motors ,en-US,4.09,16887,,,,,,,,,,,,,,,
7089,3759,Ian Fleming,1959,Goldfinger,eng,3.8,13267,,,,,,,,,,,,,,,
7090,371456,Émile Zola,1880,Nana,ger,3.84,13610,,,,,,,,,,,,,,,
7091,12988089,Richard Paul Evans,2012,Rise of the Elgen,eng,4.29,15152,,,,,,,,,,,,,,,
7092,103035,Clive Barker,1988,Cabal,en-US,3.92,13557,,,,,,,,,,,,,,,
7094,30314465,David Baldacci,2016,No Man's Land,eng,4.19,8834,,,,,,,,,,,,,,,
7095,144127,David Farland,1998,The Sum of All Men,en-US,3.74,14938,,,,,,,,,,,,,,,
7096,17329041,Suzanne Rindell,2013,The Other Typist,en-GB,3.55,7107,,,,,,,,,,,,,,,
7098,35125,Alan Dean Foster,1979,Alien,eng,4.08,13669,,,,,,,,,,,,,,,
7099,8805443,Robert Crais,2011,The Sentry,eng,4.2,14248,,,,,,,,,,,,,,,
7100,13111733,J.M. Darhower,2014,Sempre,eng,4.21,14217,,,,,,,,,,,,,,,
7101,17333171,Ilona Andrews,2015,Magic Shifts,eng,4.47,16363,,,,,,,,,,,,,,,
7103,6678,"Roald Dahl, Quentin Blake",1986,Going Solo,eng,4.04,14086,,,,,,,,,,,,,,,
7104,517344,"Sara Pennypacker, Marla Frazee",2006,"Clementine (Clementine, #1)",en-US,3.9,15584,,,,,,,,,,,,,,,
7105,8752885,Daniel Abraham,2011,The Dragon's Path,eng,3.78,13508,,,,,,,,,,,,,,,
7106,402128,"T.S. Eliot, Edward Gorey",1939,Old Possum's Book of Practical Cats,en-US,4.09,15410,,,,,,,,,,,,,,,
7107,25106926,Philippa Gregory,2015,The Taming of the Queen,eng,3.89,9793,,,,,,,,,,,,,,,
7109,39792,"Henning Mankell, Laurie Thompson",1994,Mannen som log,eng,3.93,12545,,,,,,,,,,,,,,,
7110,16012,Ai Yazawa,2000,Paradise Kiss 1,eng,4.11,14065,,,,,,,,,,,,,,,
7111,4485966,Geoff Colvin,2008,Talent Is Overrated: What Really Separates World-Class Performers from Everybody Else,en-US,3.96,12511,,,,,,,,,,,,,,,
7112,3122173,Sherrilyn Kenyon,2008,One Silent Night,eng,4.13,21869,,,,,,,,,,,,,,,
7113,61906,Lois McMaster Bujold,1986,The Warrior's Apprentice,eng,4.29,15782,,,,,,,,,,,,,,,
7114,2501453,"أحلام مستغانمي, Ahlam Mosteghanemi",2003,عابر سرير,ara,3.64,11783,,,,,,,,,,,,,,,
7115,62103,"George C. Perry, Clive Barda, Jane Rice, Andrew Lloyd Webber",1987,The Complete Phantom of the Opera,eng,4.29,13681,,,,,,,,,,,,,,,
7116,295834,"Michael Buckley, Peter Ferguson",2005,The Unusual Suspects,en-US,4.22,17793,,,,,,,,,,,,,,,
7118,228992,Stephen R. Donaldson,1983,The White Gold Wielder,eng,4.01,14117,,,,,,,,,,,,,,,
7119,203288,Anne McCaffrey,1969,The Ship Who Sang,en-US,4,18613,,,,,,,,,,,,,,,
7120,23168817,"Liu Cixin, Joel Martinsen",2008,黑暗森林,eng,4.38,12476,,,,,,,,,,,,,,,
7121,11806716,Mira Grant,2012,Blackout,eng,4.11,14819,,,,,,,,,,,,,,,
7123,32443,"Leigh Nichols, Dean Koontz",1981,The Eyes of Darkness,eng,3.85,14002,,,,,,,,,,,,,,,
7124,47957,Anne Bishop,1999,Heir to the Shadows,en-US,4.33,18541,,,,,,,,,,,,,,,
7126,84844,Tami Hoag,1996,Guilty as Sin (Deer Lake #2),eng,4.1,13575,,,,,,,,,,,,,,,
7127,153007,Jacqueline Carey,2006,Kushiel's Scion,en-GB,4.19,16358,,,,,,,,,,,,,,,
7128,89185,Alastair Reynolds,2001,Chasm City,eng,4.12,13802,,,,,,,,,,,,,,,
7129,6791212,Martin Sixsmith,2009,"The Lost Child of Philomena Lee: A Mother, Her Son And A Fifty Year Search",eng,3.65,7261,,,,,,,,,,,,,,,
7131,1432370,Liz Murray,2010,"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard",en-US,4.19,12664,,,,,,,,,,,,,,,
7132,8315872,"J.D. Robb, Nora Roberts",2011,Treachery in Death,en-US,4.43,17289,,,,,,,,,,,,,,,
7133,17797253,Nancy Horan,2014,Under the Wide and Starry Sky,eng,3.57,12105,,,,,,,,,,,,,,,
7134,13070346,Quinn Loftis,2011,Blood Rites ,eng,4.41,16421,,,,,,,,,,,,,,,
7136,18221931,Tijan,2013,Carter Reed,eng,4.03,26670,,,,,,,,,,,,,,,
7137,47345,Tony Parsons,1999,Man and Boy,eng,3.55,11603,,,,,,,,,,,,,,,
7138,10115,Margaret George,1997,The Memoirs of Cleopatra,eng,4.17,14235,,,,,,,,,,,,,,,
7139,10503124,Steve Berry,2011,The Jefferson Key,en-US,3.88,13472,,,,,,,,,,,,,,,
7140,18339630,Miriam Toews,2014,All My Puny Sorrows,eng,3.93,11602,,,,,,,,,,,,,,,
7141,18339743,Miranda Beverly-Whittemore,2014,Bittersweet,eng,3.44,11544,,,,,,,,,,,,,,,
7142,513367,John Gribbin,1984,In Search of Schrödinger's Cat : Quantum Physics And Reality,eng,4,12399,,,,,,,,,,,,,,,
7143,62571,F. Paul Wilson,1981,The Keep ,en-US,3.98,13211,,,,,,,,,,,,,,,
7145,60929,Octavia E. Butler,1987,Dawn,eng,4.1,13744,,,,,,,,,,,,,,,
7147,3344411,"Hans Fallada, Michael Hofmann, Geoff Wilkes",1947,Jeder stirbt für sich allein,eng,4.21,6838,,,,,,,,,,,,,,,
7148,24934065,Alwyn Hamilton,2016,Rebel of the Sands,eng,3.96,16789,,,,,,,,,,,,,,,
7149,21618,Joe Haldeman,1997,Forever Peace ,en-US,3.73,14124,,,,,,,,,,,,,,,
7150,762064,"J.D. Robb, Nora Roberts",2001,Betrayal in Death,eng,4.31,19215,,,,,,,,,,,,,,,
7151,123632,"C.G. Jung, Joseph L. Henderson, Aniela Jaffé, Jolande Jacobi, John Freeman, Marie-Louise von Franz",1964,Man and His Symbols,eng,4.18,12463,,,,,,,,,,,,,,,
7153,7955881,Kazu Kibuishi,2010,Amulet: Book Three: The Cloud Searchers,eng,4.36,15936,,,,,,,,,,,,,,,
7154,27276262,Steven  Rowley,2016,Lily and the Octopus,eng,3.74,13667,,,,,,,,,,,,,,,
7155,3447,Tim O'Brien,1994,In the Lake of the Woods,eng,3.78,12441,,,,,,,,,,,,,,,
7156,6264710,"Lisa Kleypas, Rosalyn Landor",2009,Tempt Me at Twilight,eng,4.18,23125,,,,,,,,,,,,,,,
7157,12677913,Colleen Houck,2012,Tiger's Destiny,eng,4.41,18503,,,,,,,,,,,,,,,
7158,372385,Harlan Coben,1997,Back Spin,eng,3.96,14333,,,,,,,,,,,,,,,
7159,73100,Susan Elizabeth Phillips,2000,This Heart of Mine,eng,4.12,21976,,,,,,,,,,,,,,,
7161,17452179,Louise Doughty,2013,Apple Tree Yard,eng,3.71,10082,,,,,,,,,,,,,,,
7162,136642,"Douglas Preston, Lincoln Child",2000,The Ice Limit,fre,3.97,12250,,,,,,,,,,,,,,,
7163,17977710,Emma Chase,2014,Twisted,eng,4.04,24823,,,,,,,,,,,,,,,
7164,8356487,Gail Carriger,2011,Heartless,eng,4.07,22670,,,,,,,,,,,,,,,
7165,389827,Janette Oke,1983,When Calls the Heart,en-US,4.19,13609,,,,,,,,,,,,,,,
7167,133241,Julie Garwood,1993,Saving Grace,eng,4.25,19061,,,,,,,,,,,,,,,
7168,7198269,Lisa Kleypas,2010,Married By Morning,eng,4.14,22830,,,,,,,,,,,,,,,
7169,30593,"Vladimir Nabokov, David Lodge",1953,Pnin,eng,3.9,11538,,,,,,,,,,,,,,,
7170,76661,Piers Anthony,1987,"Being a Green Mother (Incarnations of Immortality, #5)",en-GB,3.95,15569,,,,,,,,,,,,,,,
7171,3334563,Cornelia Funke,1990,Inkheart,eng,4.17,14014,,,,,,,,,,,,,,,
7173,102030,"Eiji Yoshikawa, Charles Terry, Edwin O. Reischauer",1935,宮本武蔵 Miyamoto Musashi,eng,4.43,9574,,,,,,,,,,,,,,,
7175,6398972,John Grisham,2008,Ford County,eng,3.56,13770,,,,,,,,,,,,,,,
7176,93157,Matthew      Lewis,1796,The Monk,eng,3.8,13633,,,,,,,,,,,,,,,
7178,17232261,Jamie Ford,2013,Songs of Willow Frost,eng,3.64,13645,,,,,,,,,,,,,,,
7179,280366,"Arnaldur Indriðason, Bernard Scudder",2000,Mýrin,eng,3.8,11803,,,,,,,,,,,,,,,
7180,28568,Jeffery Deaver,2003,The Vanished Man,en-US,4.08,13353,,,,,,,,,,,,,,,
7183,12291438,Megan Shepherd,2013,The Madman’s Daughter,eng,3.69,17647,,,,,,,,,,,,,,,
7184,16131072,"James Patterson, Howard Roughan",2013,Second Honeymoon,eng,3.89,11418,,,,,,,,,,,,,,,
7185,23355069,Samantha Young,2015,Hero,eng,4.1,21777,,,,,,,,,,,,,,,
7186,55352,George Carlin,1997,Brain Droppings,eng,4.11,13255,,,,,,,,,,,,,,,
7188,1653655,Gordon Korman,2008,Swindle,eng,3.94,13562,,,,,,,,,,,,,,,
7190,15832932,Huntley Fitzpatrick,2014,What I Thought Was True,eng,3.71,16390,,,,,,,,,,,,,,,
7192,10429037,Sara Shepard,2011,Ruthless,en-US,3.93,16885,,,,,,,,,,,,,,,
7193,18667976,Beatriz Williams,2014,The Secret Life of Violet Grant,eng,3.97,12825,,,,,,,,,,,,,,,
7194,37338,Shayla Black,2007,Wicked Ties,en-US,3.97,22097,,,,,,,,,,,,,,,
7195,47878,Jenny Nimmo,2007,"Charlie Bone and the Beast (The Children of the Red King, # 6)",en-US,3.93,16397,,,,,,,,,,,,,,,
7196,27406436,Vi Keeland,2016,The Baller: A Down and Dirty Football Novel,eng,4.13,17375,,,,,,,,,,,,,,,
7197,22055280,Brian Staveley,2015,The Providence of Fire,eng,4.16,11629,,,,,,,,,,,,,,,
7198,51985,"Jean-Paul Sartre, Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber",1946,L'Existentialisme est un humanisme ,en-GB,3.96,12493,,,,,,,,,,,,,,,
7199,15451058,Gloria Steinem,2015,My Life on the Road,eng,4.08,15997,,,,,,,,,,,,,,,
7201,6609864,Lauren Conrad,2010,Sugar and Spice,en-US,3.53,14901,,,,,,,,,,,,,,,
7204,342994,"Hans Christian Andersen, Rachel Isadora",1845,Den Lille Pige med Svovlstikkerne,eng,4.08,16478,,,,,,,,,,,,,,,
7205,95643,Rory Stewart,2004,The Places In Between,en-US,3.88,11445,,,,,,,,,,,,,,,
7206,24611454,Nora Roberts,2015,Stars of Fortune,eng,4,12822,,,,,,,,,,,,,,,
7208,16342,Agatha Christie,1959,Cat Among the Pigeons,eng,3.82,17221,,,,,,,,,,,,,,,
7209,15786792,Edward Rutherfurd,2013,Paris,eng,3.95,8441,,,,,,,,,,,,,,,
7210,77995,Guy de Maupassant,1884,The Necklace and Other Short Stories,eng,3.94,11688,,,,,,,,,,,,,,,
7211,84786,Michael Connelly,1999,Void Moon,eng,3.95,14090,,,,,,,,,,,,,,,
7212,34057,Rudyard Kipling,1897,Captains Courageous,eng,3.88,14823,,,,,,,,,,,,,,,
7214,31333,Anne Rice,1997,Violin,eng,3.26,14911,,,,,,,,,,,,,,,
7215,25527908,Sharon Guskin,2016,The Forgetting Time,eng,3.79,8457,,,,,,,,,,,,,,,
7217,13618,"Tsugumi Ohba, Takeshi Obata",2004,デスノート #3 (Desu Nōto) Gekisō (激走),eng,4.42,18012,,,,,,,,,,,,,,,
7218,11309018,John Flanagan,2011,The Lost Stories,eng,4.27,15816,,,,,,,,,,,,,,,
7219,15738951,Lee Child,2012,"Deep Down (Jack Reacher, #16.5)",en-US,3.87,9916,,,,,,,,,,,,,,,
7220,10947600,Hannah Harrington,2011,Saving June,eng,3.97,14867,,,,,,,,,,,,,,,
7221,23398806,M.J. Arlidge,2014,Eeny Meeny,eng,3.88,8498,,,,,,,,,,,,,,,
7223,7830126,Dean Koontz,2010,What the Night Knows,eng,3.74,13873,,,,,,,,,,,,,,,
7224,16174197,Kitty French,2012,Knight & Play,eng,4.04,24297,,,,,,,,,,,,,,,
7225,18405221,Anthony  Ryan,2015,Queen of Fire,eng,3.64,11985,,,,,,,,,,,,,,,
7230,6611038,Jennifer Estep,2010,Spider's Bite,eng,3.87,24192,,,,,,,,,,,,,,,
7231,123845,Ralph Waldo Emerson,1844,Self-Reliance and Other Essays,en-US,4.14,14484,,,,,,,,,,,,,,,
7232,70241,J.G. Ballard,1973,Crash,en-CA,3.58,13217,,,,,,,,,,,,,,,
7233,769016,"Adele Faber, Elaine Mazlish, Kimberly Ann Coe",1979,How to Talk So Teens Will Listen and Listen So Teens Will Talk,en-US,4.24,10931,,,,,,,,,,,,,,,
7234,294951,"Joseph Stein, Jerry Bock, Sheldon Harnick",1964,Fiddler On the Roof: Based on Sholom Aleichem's Stories,eng,4.2,14049,,,,,,,,,,,,,,,
7235,17607848,Sylvia Day,2013,Afterburn,eng,3.97,17821,,,,,,,,,,,,,,,
7236,7926,Sydney Taylor,1951,All-of-a-Kind Family,eng,4.23,18383,,,,,,,,,,,,,,,
7237,18114057,Daniel Suarez,2014,Influx,eng,3.91,6938,,,,,,,,,,,,,,,
7238,15560,Terry Brooks,2000,Ilse Witch ,en-US,3.95,14386,,,,,,,,,,,,,,,
7239,95420,Katharine Graham,1997,Personal History,en-US,4.13,13714,,,,,,,,,,,,,,,
7240,27824826,Jane Harper,2017,The Dry,eng,4.07,19843,,,,,,,,,,,,,,,
7241,40320,"Janet Evanovich, Charlotte Hughes",1981,Full House,eng,3.63,17813,,,,,,,,,,,,,,,
7242,291,"Kahlil Gibran, Anthony R. Ferris",1912,الأجنحة المتكسرة,eng,3.93,5611,,,,,,,,,,,,,,,
7244,13109291,Robin Hobb,2013,Blood of Dragons,eng,4.12,12165,,,,,,,,,,,,,,,
7245,539904,Cornelius Ryan,1974,A Bridge Too Far,eng,4.24,13676,,,,,,,,,,,,,,,
7246,87220,Jerry Spinelli,2002,Loser,eng,3.72,15079,,,,,,,,,,,,,,,
7247,498835,Kate Mosse,2007,Sepulchre,en-GB,3.73,13368,,,,,,,,,,,,,,,
7249,100247,Rolf Potts,2002,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,eng,3.92,13128,,,,,,,,,,,,,,,
7250,12383252,Laurell K. Hamilton,2012,Kiss the Dead,eng,3.79,18225,,,,,,,,,,,,,,,
7251,10775,Ernest Hemingway,1985,The Garden of Eden,en-US,3.74,12948,,,,,,,,,,,,,,,
7252,1333030,Maya Banks,2008,"Sweet Surrender (Sweet Series, #1)",en-US,3.99,20856,,,,,,,,,,,,,,,
7253,22875,Stephen R. Donaldson,1982,The One Tree,eng,3.96,13812,,,,,,,,,,,,,,,
7254,24816,Bill Watterson,1994,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection,eng,4.71,14113,,,,,,,,,,,,,,,
7255,17190226,J.C. Reed,2013,Surrender Your Love,eng,3.91,20398,,,,,,,,,,,,,,,
7256,17985262,Matthew Mather,2013,CyberStorm,eng,3.75,6028,,,,,,,,,,,,,,,
7257,24476,Chuck Klosterman,2001,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,en-US,3.8,11376,,,,,,,,,,,,,,,
7258,795034,Tad Williams,1993,To Green Angel Tower (Siege),en-US,4.18,13830,,,,,,,,,,,,,,,
7259,6818019,"Nujood Ali, Delphine Minoui, Linda Coverdale",2009,"Moi Nojoud, 10 ans, divorcée",eng,3.79,13607,,,,,,,,,,,,,,,
7260,43798,Anne Rice,1979,The Feast of All Saints,en-US,3.83,15221,,,,,,,,,,,,,,,
7261,18453074,Joshua Ferris,2014,To rise again at a decent hour,eng,3.08,10270,,,,,,,,,,,,,,,
7262,150720,David Auburn,2000,Proof: A Play,eng,4.01,13777,,,,,,,,,,,,,,,
7263,121581,"Robert A. Heinlein, Damon Knight",1967,The Past through Tomorrow,eng,4.15,13920,,,,,,,,,,,,,,,
7264,86525,Robert A. Caro,2002,Master of the Senate,eng,4.41,11411,,,,,,,,,,,,,,,
7265,15722284,Dean Koontz,2015,Saint Odd,eng,4.12,11714,,,,,,,,,,,,,,,
7266,6671,Roald Dahl,1977,The Wonderful Story Of Henry Sugar And Six More,eng,4.15,13419,,,,,,,,,,,,,,,
7268,7926242,Patricia Cornwell,2010,Port Mortuary,en-US,3.55,14765,,,,,,,,,,,,,,,
