author,bookid,rating
Lewis Nordan,7734,3.73
Kate Summerscale,7735,3.43
Loretta Chase,7736,4.12
L. Frank Baum,7737,3.97
David McCullough,7738,4.11
Glenn Beck,7739,3.79
Rachel Renee Russell,7740,4.42
James Rollins,7741,4.07
Nelson DeMille,7742,3.71
J. Lynn,7743,4.17
Jennifer L. Armentrout,7743,4.17
Sylvia Day,7744,3.89
Ally Carter,7745,4.28
Larry Bird,7746,4.16
Earvin Johnson,7746,4.16
Jackie MacMullan,7746,4.16
R.A. Salvatore,7747,4.16
Agatha Christie,7748,3.84
Douglas Coupland,7749,3.69
Tony Hillerman,7750,4.06
Jane Green,7751,3.7
Camilla Lackberg,7752,3.85
Mo Willems,7753,4.37
David  Brooks,7754,3.66
Gabriel Garcia Marquez,7755,3.66
Edith Grossman,7755,3.66
Mario Vargas Llosa,7756,4.09
Cammie McGovern,7757,3.7
Tess Gerritsen,7758,4.16
Meg Cabot,7759,3.67
H.M. Ward,7760,4.13
Sandra Brown,7761,3.98
Susan Abulhawa,7762,4.35
Melissa Nathan,7763,3.78
Katy Evans,7764,4.14
Peter Clines,7765,3.87
Alastair Reynolds,7766,4.01
Enid Blyton,7767,4.28
Misty Bernall,7768,3.9
Evelyn Waugh,7769,3.86
Rita Golden Gelman,7770,3.84
Lorrie Moore,7771,4.12
Lauren Blakely,7772,3.97
Kendare Blake,7773,3.86
Elizabeth Bard,7774,3.67
John Jakes,7775,4.1
Aprilynne Pike,7776,4.19
David Foster Wallace,7777,3.95
Michael Pietsch,7777,3.95
Confucius,7778,3.82
D.C. Lau,7778,3.82
Pamela Des Barres,7779,3.67
Dave Navarro,7779,3.67
Richelle Mead,7780,4.19
Robert Kirkman,7781,4.25
Charlie Adlard,7781,4.25
Cliff Rathburn,7781,4.25
Mariana Zapata,7782,4.11
Giuseppe Tomasi di Lampedusa,7783,3.99
Archibald Colquhoun,7783,3.99
Paul Jenkins,7784,3.96
Andy Kubert,7784,3.96
Richard Isanove,7784,3.96
Joe Quesada,7784,3.96
Bill Jemas,7784,3.96
V.C. Andrews,7785,3.87
Patricia Briggs,7786,4.05
Eileen Wilks,7786,4.05
Karen Chance,7786,4.05
Sunny,7786,4.05
John Sandford,7787,4.13
Sara Douglass,7788,3.93
Sandra Gulland,7789,4.09
Hsn ljndy,7790,4.11
Lisa Scottoline,7791,3.56
Adam Gidwitz,7792,4.04
Trudi Canavan,7793,3.9
Philip Roth,7794,3.54
Dee Lestari,7795,3.78
Alisa Valdes,7796,3.46
Alisa Valdes-Rodriguez,7796,3.46
L.J. Smith,7797,3.54
Luke Rhinehart,7798,3.6
Yana Toboso,7799,4.48
Tomo Kimura,7799,4.48
Bret Easton Ellis,7800,3.14
Krista Ritchie,7801,3.9
Becca Ritchie,7801,3.9
Gayle Forman,7802,4.12
Amazon,7803,3.64
James Patterson,7804,3.87
Jill Dembowski,7804,3.87
Elijah Wood,7804,3.87
Spencer Locke,7804,3.87
John Marsden,7805,4.19
Eleanor Coerr,7806,4.09
Ronald Himler,7806,4.09
Tsugumi Ohba,7807,4.38
Takeshi Obata,7807,4.38
Josephine Tey,7808,3.95
Daniel Silva,7809,4.17
Milan Kundera,7810,3.66
Linda Asher,7810,3.66
Brian  McClellan,7811,4.35
Anais Nin,7812,3.69
Robert Kirkman,7813,4.33
Charlie Adlard,7813,4.33
Cliff Rathburn,7813,4.33
Vernor Vinge,7814,3.76
Kristen Callihan,7815,4.21
Michael J. Sullivan,7816,4.39
Sergei Lukyanenko,7817,4.11
Andrew Bromfield,7817,4.11
Kelley Armstrong,7818,4.29
J.R. Ward,7819,4.35
Piers Anthony,7820,3.81
Sandra Brown,7821,3.86
Stephen Lang,7821,3.86
Douglas Preston,7822,3.93
Lincoln Child,7822,3.93
Gsn knfny,7823,4.32
Raymond E. Feist,7824,4.01
Steve Berry,7825,3.88
John Steinbeck,7826,3.87
Mark Mathabane,7827,4.15
Anne Tyler,7828,3.58
Thomas Malory,7829,4.1
Eugene Vinaver,7829,4.1
Clive Cussler,7830,3.93
SlH jhyn,7831,4.43
yHy~ Hqy,7831,4.43
T.S. Eliot,7832,4.32
Gene Stratton-Porter,7833,4.14
Kim Harrison,7834,4.43
T.M. Frazier,7835,4.24
Henry James,7836,3.81
Amy Bloom,7836,3.81
Pierre A. Walker,7836,3.81
Nancy Reagin,7837,4.38
Oscar Wilde,7838,3.9
Masaru Emoto,7839,4.27
David A. Thayne,7839,4.27
S.E. Hinton,7840,3.77
Ken Follett,7841,3.87
Jose Saramago,7842,3.76
Margaret Jull Costa,7842,3.76
Jason Mott,7843,3.29
Ramachandra Guha,7844,4.34
Ryan Holiday,7845,4.11
Erin Hunter,7846,4.27
Abbi Glines,7847,4.3
Kate Grenville,7848,3.79
Ben Carson,7849,4.21
Cecil Murphey,7849,4.21
Linda Williams,7850,4.25
Megan Lloyd,7850,4.25
Brad Thor,7851,4.11
R.C. Sproul,7852,4.35
Kevin Henkes,7853,4.22
Sherrilyn Kenyon,7854,4.21
Dorothy L. Sayers,7855,4.21
Carole Radziwill,7856,4.16
Patricia Briggs,7857,4.27
Nancy E. Shaw,7858,4.11
Margot Apple,7858,4.11
Leo Tolstoy,7859,3.9
Isai Kamen,7859,3.9
Doris Lessing,7859,3.9
Julia Child,7860,4.31
Phaidon Press,7861,3.94
Bruno Ernst,7862,4.15
M.C. Escher,7862,4.15
John E. Brigham,7862,4.15
Matsuri Hino,7863,4.31
Tomo Kimura,7863,4.31
Steve Perry,7864,3.81
Robert Kirkman,7865,4.53
Charlie Adlard,7865,4.53
Al Ries,7866,4.02
Jack Trout,7866,4.02
Jane Green,7867,3.62
John Grisham,7868,3.89
Alain de Botton,7869,3.99
J.B. Salsbury,7870,4.16
S.J. Watson,7871,3.24
Irvine Welsh,7872,3.69
Seth Godin,7873,3.94
Alice Munro,7874,4.06
Hazel Gaynor,7875,3.83
Gary Keller,7876,4.17
Jay Papasan,7876,4.17
Whitney G.,7877,4.14
Simms Taback,7878,4.12
Jacqueline Wilson,7879,3.69
Nick Sharratt,7879,3.69
Sue Heap,7879,3.69
Meg Cabot,7880,3.82
Omar Tyree,7881,4.21
Deborah Rodriguez,7882,3.57
Alisa Kwitney,7883,4.61
Neil Gaiman,7883,4.61
Marc Guggenheim,7884,4.22
Alex Maleev,7884,4.22
Stephen King,7884,4.22
Paul Pen,7885,3.76
Simon Bruni,7885,3.76
Mercedes Lackey,7886,4.24
Stephen King,7887,3.86
Kristen Britain,7888,4.2
Jeffrey Archer,7889,3.88
Jennifer Crusie,7890,3.8
Kevin Henkes,7891,4.25
Terry Pratchett,7892,3.58
Stephen Baxter,7892,3.58
Mercedes Lackey,7893,4.18
America's Test Kitchen,7894,4.31
Carl Tremblay,7894,4.31
Daniel J. Van Ackere,7894,4.31
Tamora Pierce,7895,4.12
Phaedra Patrick,7896,3.91
Jodi Meadows,7897,3.73
William Kamkwamba,7898,4.07
Bryan Mealer,7898,4.07
Paul O. Zelinsky,7899,4.23
Katherine Addison,7900,4.05
Rob Thomas,7901,4.01
Jennifer Graham,7901,4.01
Adam Makos,7902,4.32
Larry Alexander,7902,4.32
Tillie Cole,7903,4.22
Robert A. Heinlein,7904,3.77
Carl Hiaasen,7905,3.93
Neil Gaiman,7906,4.38
Yoshitaka Amano,7906,4.38
John Cheever,7907,4.27
John Sandford,7908,4.29
Neil Simon,7909,4.02
V.S. Ramachandran,7910,4.25
Sandra Blakeslee,7910,4.25
Oliver Sacks,7910,4.25
J.D. Robb,7911,4.32
Drew Barrymore,7912,3.56
Mario Benedetti,7913,4.19
Vanessa Diffenbaugh,7914,3.82
Tamara Ireland Stone,7915,4.2
James Andrew Miller,7916,4.04
Tom Shales,7916,4.04
Simon Winchester,7917,3.86
Michelle Moran,7918,3.94
Eoin Colfer,7919,4.14
James C. Collins,7920,4.07
Morten T. Hansen,7920,4.07
Kurt Vonnegut Jr.,7921,3.93
Richelle Mead,7922,4.11
Emma Vieceli,7922,4.11
Leigh Dragoon,7922,4.11
Oliver Sacks,7923,4.18
Jeff Lindsay,7924,3.79
Mem Fox,7925,4.16
Jane Dyer,7925,4.16
Jessica Verday,7926,3.75
P.B. Kerr,7927,3.76
Paul O. Zelinsky,7928,4.16
J.K. Rowling,7929,4.26
Joel Holland,7929,4.26
Rachel Abbott,7930,4.03
Robert Kirkman,7931,4.29
Matthew Reilly,7932,4.08
Marcus Sakey,7933,4.15
Robin McKinley,7934,3.79
Diana Gabaldon,7935,4.24
R.S. Grey,7936,4.1
`zldyn shkry fshyr,7937,3.88
James Patterson,7938,4.04
Michael Ledwidge,7938,4.04
Ilona Andrews,7939,4.2
Richelle Mead,7940,4.14
Robert Crais,7941,4.24
Isa Chandra Moskowitz,7942,4.08
Terry Hope Romero,7942,4.08
Sara Quin,7942,4.08
Joan Bauer,7943,4.0
A.M. Homes,7944,3.66
Christopher Yost,7945,4.6
Pasqual Ferry,7945,4.6
Orson Scott Card,7945,4.6
Naomi Wolf,7946,3.89
Anonymous,7947,4.76
Lane T. Dennis,7947,4.76
Wayne A. Grudem,7947,4.76
Douglas E. Richards,7948,3.74
Miklos Nyiszli,7949,4.24
Tibere Kremer,7949,4.24
Bruno Bettelheim,7949,4.24
Richard Seaver,7949,4.24
Thomas L. Friedman,7950,3.68
Kathryn Jackson,7951,4.06
Byron Jackson,7951,4.06
Gustav Tenggren,7951,4.06
Gustave Flaubert,7952,3.83
Robert Baldick,7952,3.83
Geoffrey Wall,7952,3.83
Mike Birbiglia,7953,3.85
Phil Robertson,7954,4.06
Mark Schlabach,7954,4.06
Raditya Dika,7955,3.59
Kirsty Moseley,7956,3.96
Maria V. Snyder,7957,4.13
Robert Crais,7958,4.17
Mary Kay Andrews,7959,4.05
Juliet Marillier,7960,4.11
Marion Zimmer Bradley,7961,4.03
Diana L. Paxson,7961,4.03
Tara Sue Me,7962,3.97
Michel Houellebecq,7963,3.79
Jonah Berger,7964,3.88
Terry McMillan,7965,4.21
Natsuki Takaya,7966,4.41
Alethea Nibley,7966,4.41
Athena Nibley,7966,4.41
Joe Navarro,7967,3.9
Marvin Karlins,7967,3.9
Nora Roberts,7968,4.06
Lauren Willig,7969,3.69
Annie Proulx,7970,3.99
Stephen Sondheim,7971,4.17
Hugh Wheeler,7971,4.17
Christopher Godfrey Bond,7971,4.17
Kristin Hannah,7972,3.7
Tammara Webber,7973,3.94
Shusaku Endo,7974,4.1
William Johnston,7974,4.1
Rachel Ward,7975,3.46
J.D. Robb,7976,4.33
Philip Yancey,7977,4.22
Jacqueline Winspear,7978,4.19
Bruce Springsteen,7979,4.18
Wednesday Martin,7980,3.05
Tamora Pierce,7981,4.05
Nora Roberts,7982,3.97
Nalini Singh,7983,4.13
Margot Lee Shetterly,7984,3.92
Robert Greene,7985,4.05
Jacqueline Carey,7986,4.24
Iain M. Banks,7987,4.15
Joseph Boyden,7988,4.24
R.J. Palacio,7989,4.31
John Locke,7990,3.82
Agatha Christie,7991,3.66
Sara Shepard,7992,4.03
Brandon Sanderson,7993,4.38
Gary Chapman,7994,4.21
D. Ross Campbell,7994,4.21
Alexander McCall Smith,7995,3.36
J.D. Robb,7996,4.33
Henry James,7997,3.67
Michael Cunningham,7997,3.67
Carl R. Rogers,7998,4.11
Peter D. Kramer,7998,4.11
Kristen Proby,7999,4.37
Matt Ridley,8000,4.02
J.M. Darhower,8001,4.21
Mary Higgins Clark,8002,3.77
David Baldacci,8003,4.13
Masami Tsuda,8004,3.96
Darcy Lockman,8004,3.96
Jack Niida,8004,3.96
Anne Bishop,8005,4.27
James Patterson,8006,4.03
Marshall Karp,8006,4.03
Howard Jacobson,8007,2.76
J.D. Robb,8008,4.34
Iris Rainer Dart,8009,4.14
David Almond,8010,3.77
David Hume,8011,3.9
Mary Higgins Clark,8012,3.81
B.J. Novak,8013,4.34
Maxwell Maltz,8014,4.2
Amitav Ghosh,8015,3.91
Mary Lawson,8016,3.85
Catherine Ryan Hyde,8017,4.13
Leslie Marmon Silko,8018,3.73
Toni Morrison,8019,3.71
Brian K. Vaughan,8020,3.87
Cliff Chiang,8020,3.87
Matthew Wilson,8020,3.87
Deborah Ellis,8021,3.93
Robyn Carr,8022,3.95
Stephen Clarke,8023,3.54
Dorothea Benton Frank,8024,3.49
Frantz Fanon,8025,4.16
Jean-Paul Sartre,8025,4.16
Richard Philcox,8025,4.16
Homi K. Bhabha,8025,4.16
Clive Cussler,8026,3.88
Bruce H. Wilkinson,8027,4.13
David Kopp,8027,4.13
Anne Frank,8028,4.23
Susan Massotty,8028,4.23
Robert Jackson Bennett,8029,4.13
Mary Higgins Clark,8030,3.89
Bruce Coville,8031,4.04
Lauren Henderson,8032,3.61
Chris Manby,8032,3.61
Sarah Mlynowski,8032,3.61
Jill A. Davis,8032,3.61
Stella Duffy,8032,3.61
Lisa Jewell,8032,3.61
Marian Keyes,8032,3.61
Sophie Kinsella,8032,3.61
Adele Lang,8032,3.61
Carole Matthews,8032,3.61
Anna Maxted,8032,3.61
Megan McCafferty,8032,3.61
Alisa Valdes,8032,3.61
Isabel Wolff,8032,3.61
Meg Cabot,8032,3.61
Jessica Adams,8032,3.61
Louise Bagshawe,8032,3.61
Emily Barr,8032,3.61
Jenny Colgan,8032,3.61
Lynda Curnyn,8032,3.61
Jennifer Weiner,8032,3.61
Irvin D. Yalom,8033,4.22
Nicola Ferguson,8033,4.22
Seth Godin,8034,3.88
C.S. Friedman,8035,3.93
David R. Gillham,8036,3.8
Moliere,8037,3.78
David Eddings,8038,4.26
Alice Walker,8039,4.05
J.R. Ward,8040,4.21
Veronica Roth,8041,4.11
Lisa Kleypas,8042,4.1
Jennifer L. Armentrout,8043,4.0
Jennifer Niven,8044,3.93
Sarah Vowell,8045,3.86
Daniel H. Pink,8046,3.89
James D. Watson,8047,3.87
Jamie Oliver,8048,4.05
Brian Herbert,8049,3.63
Kevin J. Anderson,8049,3.63
Sherrilyn Kenyon,8050,4.21
Tracy Kidder,8051,4.01
Shoichi Aoki,8052,3.94
Mark Sanders,8052,3.94
Shoich Aoki,8052,3.94
James Herriot,8053,4.39
Louise Rennison,8054,4.09
Arnold Lobel,8055,4.4
Haruki Murakami,8056,4.07
Jay Rubin,8056,4.07
Mary Westmacott,8057,4.14
Agatha Christie,8057,4.14
Kristen Ashley,8058,4.44
Lynda Mullaly Hunt,8059,4.28
Debbie Macomber,8060,3.93
Fiona Carnarvon,8061,3.61
S.M. Stirling,8062,3.92
Rachel Abbott,8063,4.18
Bethany McLean,8064,4.14
Peter Elkind,8064,4.14
Jacqueline Woodson,8065,3.87
John Shors,8066,3.99
Douglas Preston,8067,3.91
Lincoln Child,8067,3.91
Brian Coffey,8068,3.8
Dean Koontz,8068,3.8
Kurt Cobain,8069,3.98
James Patterson,8070,4.01
Michael Ledwidge,8070,4.01
Don DeLillo,8071,3.22
Mary Downing Hahn,8072,4.14
Adriana Trigiani,8073,3.8
Bill Willingham,8074,4.28
Mark Buckingham,8074,4.28
Steve Leialoha,8074,4.28
Shawn McManus,8074,4.28
Andrew Pepoy,8074,4.28
Maeve Binchy,8075,3.88
Christine Feehan,8076,4.34
Robert Kirkman,8077,4.34
Charlie Adlard,8077,4.34
Cliff Rathburn,8077,4.34
Robert Kirkman,8078,4.35
Charlie Adlard,8078,4.35
Italo Calvino,8079,4.2
William Weaver,8079,4.2
Antaios Khrusostomides,8079,4.2
Eleutheria Kopsida,8079,4.2
Alice Walker,8080,4.06
Clifford D. Simak,8081,4.03
Rachel Vincent,8082,4.09
Henri J.M. Nouwen,8083,4.38
Charles Wheelan,8084,4.0
Tamora Pierce,8085,3.98
Addison Moore,8086,3.74
Guy Gavriel Kay,8087,4.27
Laura Wiess,8088,3.89
Aurora Rose Reynolds,8089,4.2
Judith Krantz,8090,3.8
Sandra Dallas,8091,3.83
Don Winslow,8092,3.84
Dean Koontz,8093,3.88
Elizabeth Berg,8094,3.91
Janne Teller,8095,3.76
Martin Aitken,8095,3.76
A.N. Roquelaure,8096,3.98
Anne Rice,8096,3.98
Brian Azzarello,8097,3.82
Eduardo Risso,8097,3.82
Karen Miller,8098,3.71
Madeleine L'Engle,8099,4.14
Sara Zarr,8100,3.89
Matthew Reilly,8101,4.24
J.D. Robb,8102,4.35
Mercedes Lackey,8103,4.13
Liz Kessler,8104,3.89
Sarah Gibb,8104,3.89
Sarah Hepola,8105,3.96
John Flanagan,8106,4.4
W. Somerset Maugham,8107,4.11
Joe Hart,8108,3.77
Neil Gaiman,8109,4.65
Mike Dringenberg,8109,4.65
Chris Bachalo,8109,4.65
Michael Zulli,8109,4.65
Kelly Jones,8109,4.65
Charles Vess,8109,4.65
Colleen Doran,8109,4.65
Malcolm Jones III,8109,4.65
Steve Parkhouse,8109,4.65
Daniel Vozzo,8109,4.65
Lee Loughridge,8109,4.65
Steve Oliff,8109,4.65
Todd Klein,8109,4.65
Dave McKean,8109,4.65
Sam Kieth,8109,4.65
Kristen Ashley,8110,4.55
Cynthia Voigt,8111,3.94
Robert Kirkman,8112,4.43
Charlie Adlard,8112,4.43
Cliff Rathburn,8112,4.43
Rus Wooton,8112,4.43
Morgan Rice,8113,3.46
Kobo Abe,8114,3.91
E. Dale Saunders,8114,3.91
Mario Vargas Llosa,8115,3.9
Helen R. Lane,8115,3.9
Victoria Aveyard,8116,3.74
Warren Ellis,8117,4.4
Darick Robertson,8117,4.4
Rodney Ramos,8117,4.4
James  Hankins,8118,3.66
Amy Zhang,8119,3.88
Sheldon Vanauken,8120,4.32
C.S. Lewis,8120,4.32
Charles C. Mann,8121,4.05
Anna Jean Mayhew,8122,3.82
Linda Sue Park,8123,4.2
Colson Whitehead,8124,3.25
Jennifer Ashley,8125,4.07
Stephen Hunter,8126,4.26
J.M. Coetzee,8127,3.85
Mary Doria Russell,8128,4.05
Kendra Elliot,8129,4.07
Jamie Oliver,8130,4.09
Clive Cussler,8131,3.75
Marion Zimmer Bradley,8132,3.85
Diana L. Paxson,8132,3.85
John Sandford,8133,4.2
MaryJanice Davidson,8134,3.89
Jack Campbell,8135,3.97
Sara Donati,8136,4.19
Tarryn Fisher,8137,4.13
David Ebershoff,8138,3.74
Esther Earl,8139,4.19
Lori Earl,8139,4.19
Wayne Earl,8139,4.19
John Green,8139,4.19
Aldous Huxley,8140,3.93
Pauline Reage,8141,3.34
Sabine d'Estree,8141,3.34
Robin Hobb,8142,3.35
Dennis Lehane,8143,3.94
Kendra Elliot,8144,3.98
Penelope Douglas,8145,4.22
Jack Higgins,8146,3.96
Sean Patrick,8147,3.79
Meg Cabot,8148,3.54
George Bernard Shaw,8149,4.24
Alan Jay Lerner,8149,4.24
Mario Puzo,8150,3.68
Elizabeth Norris,8151,3.84
Richard Bach,8152,3.94
Kate DiCamillo,8153,3.78
Mercedes Lackey,8154,4.26
George R.R. Martin,8155,4.23
Agatha Christie,8156,3.84
Mark Millar,8157,3.71
J.G. Jones,8157,3.71
Brian K. Vaughan,8157,3.71
Tsugumi Ohba,8158,4.27
Takeshi Obata,8158,4.27
Chris Claremont,8159,4.26
John Byrne,8159,4.26
Noam Chomsky,8160,4.22
Edward S. Herman,8160,4.22
Astrid Lindgren,8161,4.1
Gerry Bothmer,8161,4.1
Horace Walpole,8162,3.18
Cormac McCarthy,8163,3.88
Kresley Cole,8164,4.39
Gene Wolfe,8165,4.04
Julia Pierpont,8166,2.84
Hunter S. Thompson,8167,4.07
Anne Sexton,8168,4.28
Maxine Kumin,8168,4.28
Kim Stanley Robinson,8169,3.43
Sharon M. Draper,8170,4.16
James Rollins,8171,4.01
Bisco Hatori,8172,4.46
Michael Buckley,8173,4.27
Peter Ferguson,8173,4.27
David Hackett Fischer,8174,4.11
Salman Rushdie,8175,3.86
Waris Dirie,8176,4.09
Cathleen Miller,8176,4.09
Eric S. Nylund,8177,4.12
Natasha Preston,8178,4.14
Tom Peters,8179,3.91
Robert H. Waterman Jr.,8179,3.91
James Patterson,8180,3.76
Emily Raymond,8180,3.76
Bill Finger,8181,3.99
Gardner F. Fox,8181,3.99
Bob Kane,8181,3.99
Jerry Robinson,8181,3.99
Sheldon Moldoff,8181,3.99
Eric Blehm,8182,4.53
Lisa Tawn Bergren,8183,4.04
Rachel Joyce,8184,4.04
Terry Brooks,8185,3.96
Rosamunde Pilcher,8186,4.12
Isaac Asimov,8187,4.58
Bob E. Flick,8187,4.58
Jim Gallant,8187,4.58
Saul Bellow,8188,3.79
Luciano Bianciardi,8188,3.79
Erica Jong,8189,3.44
Sarah Blakley-Cartwright,8190,3.51
David Leslie Johnson,8190,3.51
Catherine Hardwicke,8190,3.51
Rashmi Bansal,8191,3.62
Roald Dahl,8192,3.8
Quentin Blake,8192,3.8
Nickolas Butler,8193,3.78
Conn Iggulden,8194,4.25
Mireille Guiliano,8195,3.48
Laura Whitcomb,8196,3.83
Scott Westerfeld,8197,4.06
Greg Iles,8198,4.18
Jeffrey Archer,8199,3.67
pleasefindthis,8200,4.17
Iain S. Thomas,8200,4.17
Jon Ellis,8200,4.17
Ina Garten,8201,4.19
Quentin Bacon,8201,4.19
Masashi Kishimoto,8202,4.44
Louise Rennison,8203,4.06
Natasha Anders,8204,3.94
Emma Chase,8205,4.11
Anna Godbersen,8206,3.84
Charlotte Bronte,8207,3.56
Chloe Neill,8208,4.12
Gsn knfny,8209,4.16
Hans Christian Andersen,8210,4.02
Lisbeth Zwerger,8210,4.02
Anthea Bell,8210,4.02
Meg Cabot,8211,3.84
Jack Kerouac,8212,3.68
Angela Elwell Hunt,8213,4.52
Tim Jonke,8213,4.52
Frank Miller,8214,4.1
Agatha Christie,8215,3.84
Patricia Cornwell,8216,3.28
John Eldredge,8217,4.0
Brent Curtis,8217,4.0
Louis Sachar,8218,3.95
Katie McGarry,8219,4.28
Edmund Morris,8220,4.1
William Carlos Williams,8221,4.15
Charles Tomlinson,8221,4.15
Timothy Zahn,8222,4.06
Haruki Murakami,8223,4.04
Ali Smith,8224,3.61
Meg Cabot,8225,3.7
Thomas Hardy,8226,3.82
Patricia Ingham,8226,3.82
Jane Green,8227,3.59
Barbara Delinsky,8228,3.82
Mark Bowden,8229,3.93
Chris Cleave,8230,3.68
Lesley Livingston,8231,3.69
Franklin Foer,8232,3.76
Fernando Pessoa,8233,4.5
Richard Zenith,8233,4.5
Geoff Johns,8234,4.06
Gary Frank,8234,4.06
Jon Sibal,8234,4.06
Brad Anderson,8234,4.06
Rob Leigh,8234,4.06
Anne Lamott,8235,3.61
Sam Lamott,8235,3.61
MaryJanice Davidson,8236,3.88
Douglas Preston,8237,4.11
Lincoln Child,8237,4.11
Manning Marable,8238,4.2
Marlo Morgan,8239,3.79
Lara Adrian,8240,4.19
Michael Buckley,8241,4.26
Peter Ferguson,8241,4.26
Bert Dodson,8242,4.0
Bill Willingham,8243,4.24
Mark Buckingham,8243,4.24
Steve Leialoha,8243,4.24
Andrew Pepoy,8243,4.24
Gene Ha,8243,4.24
Joshua Middleton,8243,4.24
Inaki Miranda,8243,4.24
Mike Allred,8243,4.24
Karen Chance,8244,4.09
Len Deighton,8245,3.94
Marion Cunningham,8246,4.1
Fannie Merritt Farmer,8246,4.1
Archibald Candy Corporation,8246,4.1
bh Thr,8247,3.82
Keary Taylor,8248,3.7
Flann O'Brien,8249,4.02
Alexander McCall Smith,8250,4.11
Erin Hunter,8251,4.28
Suzanne Wright,8252,4.12
Herge,8253,3.67
Leslie Lonsdale-Cooper,8253,3.67
Michael Turner,8253,3.67
Kathy Reichs,8254,3.86
Ottessa Moshfegh,8255,3.38
J.D. Robb,8256,4.34
Anna Dewdney,8257,4.28
Karin Slaughter,8258,3.88
Nicholas Ganz,8259,4.01
Tristan Manco,8259,4.01
Ed Young,8260,4.03
Anita Amirrezvani,8261,3.95
E. Nesbit,8262,3.88
Essam Youssef,8263,3.64
Clive Cussler,8264,3.88
Victoria Schwab,8265,4.14
L.J. Smith,8266,4.05
Kevin Williamson,8266,4.05
Julie Plec,8266,4.05
Nalini Singh,8267,4.3
Morgan Matson,8268,4.07
Anne Rampling,8269,3.55
Anne Rice,8269,3.55
Mary-Jane Knight,8270,4.12
Rick Riordan,8270,4.12
G. Willow Wilson,8271,3.84
Robert Foster,8272,4.17
J.R.R. Tolkien,8272,4.17
Lucinda Riley,8273,3.8
Amy Harmon,8274,4.29
Terry Brooks,8275,3.75
Kate Chopin,8276,3.84
Cynthia Brantley Johnson,8276,3.84
Alyssa  Harad,8276,3.84
Uwem Akpan,8277,3.49
Elly Griffiths,8278,3.87
Roland Smith,8279,3.98
Henning Mankell,8280,4.08
Ebba Segerberg,8280,4.08
Frederick Forsyth,8281,4.0
Alice Hoffman,8282,4.02
C.J. Sansom,8283,4.28
Sandra Brown,8284,4.15
Grant Morrison,8285,3.81
Andy Kubert,8285,3.81
John Van Fleet,8285,3.81
Jesse Delperdang,8285,3.81
Harold McGee,8286,4.48
Michael Buckley,8287,4.29
Peter Ferguson,8287,4.29
Maya Banks,8288,4.05
William Styron,8289,3.96
Jodee Blanco,8290,3.84
Drew Karpyshyn,8291,4.15
Gemma Burgess,8292,3.95
Whitney G.,8293,4.1
John Scalzi,8294,3.97
Isabel Allende,8295,3.96
Lama Surya Das,8296,4.18
Edie Claire,8297,3.77
Sara Zarr,8298,3.67
Lee Child,8299,3.93
Kim van Alkemade,8300,3.69
J.D. Robb,8301,4.31
David Weber,8302,4.19
David Byrne,8303,3.95
Mary Kay Andrews,8304,3.87
Paul Auster,8305,3.77
Jack Finney,8306,3.98
Heather Burch,8307,3.78
Nicky Cruz,8308,4.21
Jamie Buckingham,8308,4.21
August Wilson,8309,3.84
Richard Wurmbrand,8310,4.34
Lynda Cohen Loigman,8311,3.94
C.S. Lewis,8312,4.08
Daniel Coyle,8313,4.07
John Farrell,8313,4.07
Elizabeth Little,8314,3.44
Carrie Anne Noble,8315,3.64
P.G. Wodehouse,8316,4.26
Margaret Weis,8317,3.84
Tracy Hickman,8317,3.84
Tom Rob Smith,8318,3.78
Carl Hiaasen,8319,3.44
China Mieville,8320,3.81
Tsugumi Ohba,8321,4.35
Takeshi Obata,8321,4.35
Richard Castle,8322,3.92
David Simon,8323,4.38
Benedict Freedman,8324,4.13
Nancy Freedman,8324,4.13
Connor Franta,8325,4.36
Rene Denfeld,8326,3.96
Paul  Hoffman,8327,3.66
Katie Cotugno,8328,3.73
Adam Gopnik,8329,3.75
Jenny Downham,8330,3.7
Ann M. Martin,8331,4.18
Tamora Pierce,8332,4.15
Tyler Hamilton,8333,4.32
Daniel Coyle,8333,4.32
Ian Fleming,8334,3.76
Isabel Allende,8335,3.24
Oliver Brock,8335,3.24
Frank Wynne,8335,3.24
Samad Behrangi,8336,4.11
Robertson Davies,8337,4.04
Alan    Richardson,8338,4.05
Karen Tack,8338,4.05
Larry Correia,8339,4.24
Maeve Binchy,8340,3.67
Lincoln Peirce,8341,4.32
Catherine Bybee,8342,3.77
Dick Riley,8343,4.23
Pam McAllister,8343,4.23
Bruce Cassiday,8343,4.23
L.A. Casey,8344,4.08
Kresley Cole,8345,4.28
Kelly Corrigan,8346,3.76
Walter Lord,8347,4.0
Nathaniel Philbrick,8347,4.0
Brady Udall,8348,3.5
Carl Hiaasen,8349,3.94
Richard Russo,8350,3.3
Arthur Morey,8350,3.3
Maya Banks,8351,4.17
Donald Ray Pollock,8352,4.09
Saroo Brierley,8353,4.12
Erin Hunter,8354,4.3
Orhan Pamuk,8355,3.77
Clare Naylor,8356,3.52
Mimi Hare,8356,3.52
Charles Dickens,8357,3.82
Patricia Ingham,8357,3.82
Hablot Knight Browne,8357,3.82
John Marsden,8358,4.11
Stephen King,8359,3.65
James A. Michener,8360,4.03
V.S. Naipaul,8361,3.77
Matthew Desmond,8362,4.48
Sarah J. Maas,8363,4.42
Abbi Glines,8364,4.18
