author,Art,Biography,Business,Christian,Classics,Comics,Cookbooks,Crime,Fantasy,Fiction,History,Manga,Mystery,Poetry,Psychology
Kai Hermann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horst Rieck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John             Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
Andrew Aydin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
Nate Powell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
Hugh Laurie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.K. Narayan,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0
Mark Manson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Grady,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Hertzberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoe Francois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Luinenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V.S. Naipaul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Locke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas Carr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
Natasha Solomons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Luther King Jr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayborne Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mineko Iwasaki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rande Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Tynion IV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Fabok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Becky Cloonan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandu Florea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howard E. Wasdin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Templin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jana Aston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.D. Horn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordon B. Hinckley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helena Hunting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irin Carmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shana Knizhnik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jennifer Estep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Galsworthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurie Faria Stolarz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Carlin,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Firoozeh Dumas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John P. Kotter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene Wolfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgette Heyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friedrich A. Hayek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marko Kloos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Pene du Bois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donald A. Norman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cathy Glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joanna Weaver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laura Lippman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leslye Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna Lee Waldo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemma Malley,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2
Obert Skye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen E. Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loreth Anne White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karen Chance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lori Brighton,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
Deb Perelman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. Michael Straczynski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Shane Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Sandra Hope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Barbara Ciardo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Rob Leigh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
John Foxe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W. Grinton Berry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachel Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Dorris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seanan McGuire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Lynn Asprin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth Reyes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Kuper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefan Szymanski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lurlene McDaniel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandy   Hall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Verdon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James L. Ferrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betty Friedan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
`bdllh lmGlwth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meg Jay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John McCrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Whelan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Colbert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter H. Reynolds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mHmd `bd lrHmn l`ryfy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Allworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karen Dillon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Klassen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denis Leary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francoise Sagan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corban Addison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Steakley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilon Wikland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
Jill M. Morgan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
Jacqueline Wilson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Nick Sharratt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Wright,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hope Jahren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patricia Gaffney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmy Laybourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teri Terry,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Pramoedya Ananta Toer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorrie Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Sinclair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Wignall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliff Chiang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Akins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Scott Kastan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Emberley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jinsei Kataoka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazuma Kondou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linda Lafferty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Harling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Axton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caralyn Buehner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Buehner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessandra Torre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidney Hook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Fruchtman Jr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Farland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suzanne Rindell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan Dean Foster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
J.M. Darhower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sara Pennypacker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marla Frazee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cassie Dandridge Selleck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geoff Colvin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George C. Perry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clive Barda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Rice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Lloyd Webber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Martinsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pepper Winters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Sixsmith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Benton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liz Murray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Parsons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miranda Beverly-Whittemore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Gribbin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F. Paul Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Tebbetts,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
Laura Park,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
David A. Vise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hans Fallada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Hofmann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geoff Wilkes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alwyn Hamilton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph L. Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jolande Jacobi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marie-Louise von Franz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald N. Lund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven  Rowley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louise Doughty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephanie Evanovich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eiji Yoshikawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Terry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwin O. Reischauer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew      Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arnaldur Indridason,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernard Scudder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynda Mullaly Hunt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Cymbala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean Merrill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megan Shepherd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Carwardine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucy Knisley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lambert M. Surhone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shayla Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Arlette Elkaim-Sartre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annie Cohen-Solal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carol Macomber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Belsky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachel Isadora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rory Stewart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharon Guskin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rod Campbell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hannah Harrington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.J. Arlidge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kitty French,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
Vaddey Ratner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Gantos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralph Waldo Emerson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adele Faber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elaine Mazlish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimberly Ann Coe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph Stein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Bock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheldon Harnick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sydney Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katharine Graham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Harper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte Hughes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony R. Ferris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rolf Potts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.C. Reed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Mather,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nujood Ali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delphine Minoui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linda Coverdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Auburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damon Knight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert A. Caro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Jurgens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Ordway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louise Simonson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roger Stern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Bogdanove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Grummett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Butch Guice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Breeding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Burchett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doug Hazlewood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Janke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denis Rodier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Hall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonali Deraniyagala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Solomon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbara Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denise Brunkus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maud Hart Lovelace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lois Lenski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sara Zarr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diane Mott Davidson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James  Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerda Weissmann Klein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elio M. Garcia Jr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linda Antonsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nando Parrado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vince Rause,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimberly Brubaker Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mrDyh wrshwsz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoe Heller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorothea Benton Frank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anita Sengupta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G.P. Ching,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhys Bowen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth Haydon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amin Maalouf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NoViolet Bulawayo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25
Marian Potter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Cunningham,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2
Cath Crowley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Steptoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Molly Wizenberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin E.P. Seligman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Lawrence Peterson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberta Carter Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbara Siebel Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cynthia Voigt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Alexander Thom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristin Terrill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimberly Rae Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathleen Winsor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John  Stephens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doug Stanton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuna Kagesaki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patricia Polacco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiffany Reisz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William  Kennedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Theroux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darick Robertson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liz Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lloyd Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria Pearson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Patrick Shanley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cate Tiernan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurie Fabiano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soren Kierkegaard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alastair Hannay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amelia Atwater-Rhodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wallace Tripp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thor Heyerdahl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigel Calder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert W. Lawson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna Maxted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David James Duncan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shawn Achor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathy  Keller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip Tan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janet Stevens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew J. Bruccoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Oakley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurence Sterne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melvyn New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giles Andreae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guy Parker-Rees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mia Ikumi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reiko Yoshida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emily M. Danforth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sue Klebold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Laslett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raymond Geuss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David  Arnold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbara Claypole White,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25
Nick Cutter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Tapscott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amy Bloom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georg Wilhelm Friedrich Hegel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.V. Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Niemeyer Findlay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah Mlynowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julie Gregory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulette Jiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
Devdutt Pattanaik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Hope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tammy Falkner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.P. Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Powers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ardian Syaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Kava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan Curless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.O. Walsh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mika Waltari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dhbyHllh mnSwry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marie Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tayeb Salih,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denys Johnson-Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric-Emmanuel Schmitt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harold S. Kushner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susan Coolidge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip G. Zimbardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nancy Pickard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Pritchard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rusty Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas McFadden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuyumi Soryo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alice Waters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
